Country.Name,Country.Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Latin America & Caribbean,LCN,85.31316376,86.08261871,87.33130646,85.24880219,86.48420715,86.86647034,86.83731079,86.52890015,87.77895355,88.53817749,89.83325195,89.28064728,89.65847778,93.51609802,94.09674835,,
Least developed countries: UN classification,LDC,27.85943985,28.95149994,30.26322937,30.89938927,31.37421036,32.0882988,33.45177078,34.51824188,35.82395172,37.68399811,39.21401978,40.16769028,41.3637085,42.54317856,42.93035126,,
Low income,LIC,22.59601974,23.68465996,24.86128044,25.60079956,27.04009056,28.54380035,30.34712982,31.5323391,33.70378876,35.04346085,36.72657013,38.02231979,39.00495911,39.11128998,39.25593185,39.30884933,
Liechtenstein,LIE,,,,111.6638107,110.7614212,,107.0110703,106.3422775,107.5661163,105.6844864,108.8792801,111.4565735,110.3738632,,115.5578308,116.1234436,
Sri Lanka,LKA,,,,,,,,,,,96.93235779,99.11958313,99.64743805,99.72451019,,,
Lower middle income,LMC,46.84365845,47.41553879,48.87239075,50.78419113,52.08776093,53.08475113,54.08882141,56.01807022,57.61027145,58.15459061,60.56135941,62.76477814,64.81925201,65.7060318,67.8562088,68.3248291,
Lesotho,LSO,32.44839859,34.31533051,35.32165146,35.88330078,37.94755936,39.58760071,39.83985138,41.83924866,43.7986412,46.87171173,50.4023819,52.01945114,53.27928925,51.72816086,52.17121124,53.77215958,
Late-demographic dividend,LTE,71.46269226,71.01194763,70.84583282,71.01461792,71.87158966,72.99636841,74.58743286,77.1848526,80.10883331,82.77488708,85.89974213,88.47418213,90.42312622,93.84686279,93.09906006,,
Lithuania,LTU,98.09205627,100.8194885,104.654541,107.3918991,104.7225571,104.1668625,102.499649,101.681839,101.0619125,100.459137,100.9639893,101.1278381,101.4784622,105.4118271,106.8218307,108.2596512,
Luxembourg,LUX,97.0613327,97.23114014,96.25041962,96.10231018,95.45861053,95.3651886,95.90805054,96.72429657,97.51921082,,101.3461685,101.0177307,100.2265701,102.4155884,102.2624588,,
Latvia,LVA,91.09111786,93.39920807,96.20777893,97.8864212,101.1243134,104.0452805,104.2152786,105.8138275,105.5376892,98.11607361,98.34375,98.66374207,98.78890991,110.4813766,115.3598022,119.4924469,
"Macao SAR, China",MAC,82.73757172,86.23339081,91.22628021,96.62650299,102.800499,105.1823883,107.2224274,102.9728622,94.22173309,92.26293945,93.79171753,96.80641174,96.42645264,95.94670868,96.06497192,96.47918701,
Morocco,MAR,38.44923019,40.20542145,42.54951859,44.75016022,48.05408096,49.83874893,52.59931183,55.57926941,57.67380142,60.44446182,62.69213867,65.74992371,69.06295013,,,,
Moldova,MDA,81.59142303,81.46826172,83.44441223,85.07274628,86.88433838,88.06252289,89.32212067,88.5539093,88.23475647,88.59664154,87.98113251,87.71936798,88.19586945,88.33605194,87.32076263,86.10812378,
Madagascar,MDG,,,,,,21.14827919,23.89172935,26.47830963,29.04219055,30.38512039,,36.59524155,38.02759171,,38.43492889,,
Maldives,MDV,51.27350998,61.42076111,62.19046021,69.42807007,69.81939697,,,,,,,,,,,,
Middle East & North Africa,MEA,68.47559357,69.46923065,70.29911041,71.33004761,72.54031372,72.55328369,73.01042175,72.02639771,73.27387238,74.70194244,75.70313263,79.22405243,80.34433746,78.44956207,79.41493225,,
Mexico,MEX,69.91108704,71.46404266,73.81748962,77.30062866,78.55181122,79.23291016,80.90894318,81.81571198,83.25813293,82.57071686,83.1858902,83.52262878,85.09175873,87.0373764,90.54969025,,
Marshall Islands,MHL,,,73.00621033,71.25601196,77.61550903,75.68344879,83.98248291,93.11480713,100.7142868,102.8925629,,,,,,76.61187744,
Middle income,MIC,57.77642822,58.21923065,59.17113113,60.27972031,61.37953949,62.23339081,63.4234314,65.36853027,67.2485733,68.39575195,70.73664856,72.7770462,74.44698334,76.17312622,77.63748932,77.75965881,
"Macedonia, FYR",MKD,82.86734009,83.49443054,83.15183258,84.25034332,84.39498901,84.88421631,,84.71354675,83.85803223,82.99970245,83.50296021,,82.03431702,79.71652222,78.57904816,79.2940979,
Mali,MLI,17.29711914,,,21.90996933,23.74901962,25.55252075,27.38697052,29.93597984,33.30580139,36.19911957,38.77257919,40.6842308,,41.28958893,43.51115036,41.30747986,
Malta,MLT,89.7474823,90.59204102,91.19416046,93.45194244,104.9914932,102.4849319,98.61347198,100.2030106,100.1352005,,103.9873505,93.36018372,93.85488129,93.84349823,94.25666809,94.8015976,
Myanmar,MMR,36.30308151,37.39167023,39.22494888,39.98308182,43.20439148,44.30968094,46.29389954,46.25931168,48.58456039,47.96503067,48.14157104,,,,51.29608917,,
Middle East & North Africa (excluding high income),MNA,67.17807007,68.10311127,68.83338165,69.79805756,70.92057037,70.73236847,71.06886292,69.9171524,70.93216705,72.5374527,73.35137177,76.97685242,78.07157135,75.59855652,76.33917999,,
Montenegro,MNE,,,,92.92645264,93.40148163,94.45448303,95.55814362,96.67894745,96.76557922,98.71347046,100.7248535,92.45800018,91.38809204,,,90.34223175,
Mongolia,MNG,65.11853027,71.66780853,75.9817276,82.79044342,87.82218933,90.2901535,89.87297058,,,97.67401886,91.59255219,,,,,91.46233368,
Mozambique,MOZ,6.035200119,6.81867981,8.445119858,,10.76632023,13.0960598,15.2495203,17.78019905,19.80821037,22.32395935,24.16601944,24.8808403,24.41093063,32.67205811,32.08763123,32.43180847,
Mauritania,MRT,18.03800011,20.48736954,20.46401978,21.34313965,21.88731956,22.25227928,23.14455986,,18.82465935,20.13146019,20.32847977,22.38331032,26.62367058,29.36722946,29.9353199,30.5981102,
Mauritius,MUS,76.81693268,78.66573334,81.02567291,84.59304047,85.91015625,88.65556335,87.55458069,88.4417038,88.13017273,88.86618042,89.2469635,90.41113281,91.84191895,94.34220123,97.93816376,95.69615936,
Malawi,MWI,30.21600914,30.98308945,29.89747047,,27.44960022,27.28504944,29.14657974,28.87240028,31.21401978,31.83917999,33.05596161,34.18793106,34.44937897,37.60062027,39.49206924,43.39519119,
Malaysia,MYS,66.15923309,65.86480713,66.09436035,71.15991974,72.028862,68.71681976,67.99233246,66.22902679,66.13584137,65.57224274,66.88104248,66.5112381,69.60572815,69.74349213,77.74965668,77.57128143,
North America,NAC,93.94406891,94.6355896,94.02262115,95.57312775,96.0165329,96.16307068,95.95162964,96.5866394,96.54489136,96.07772827,95.03930664,95.44980621,96.33605957,97.1710434,98.65805817,,
Namibia,NAM,60.16957092,64.39743805,63.90956879,63.69435883,63.5796814,63.52931976,63.68593979,64.84255219,,,,,,,,,
Niger,NER,6.947899818,6.8334198,6.861999989,7.459980011,9.01072979,9.908220291,11.30753994,10.89764977,11.27569008,11.84691048,13.51844978,14.35081005,15.56877995,16.80738068,18.81945992,20.74982071,
Nigeria,NGA,24.45990944,26.86120033,29.42100906,,34.75204086,34.69911957,34.18740082,31.61383057,35.09796143,38.90451813,43.83671188,45.15108871,46.76082993,55.70421982,,,
Nicaragua,NIC,53.18893051,56.09111023,60.45423889,,65.44151306,68.79699707,70.16649628,73.974617,73.01683044,,74.18834686,,,,,,
Netherlands,NLD,124.1548004,124.6195297,122.3131485,122.210228,119.279892,119.330368,119.4944,120.5663605,121.6263809,121.7733231,123.1317596,129.0814972,130.1759033,132.1209106,132.3171082,135.4738007,
Norway,NOR,116.086853,113.8370209,112.4240112,113.5441818,115.4896698,113.8761673,114.0407715,113.6256714,112.7376022,111.6943283,113.2305527,112.9829102,110.7207184,113.0146179,112.5950012,112.9892426,
Nepal,NPL,36.02101898,39.26890182,43.88523102,45.1618309,,48.7493782,45.89955139,45.59577942,51.86695862,52.80334854,58.79362106,61.17984009,64.6816864,65.94230652,66.86894989,67.16985321,69.57147217
Nauru,NRU,47.11743927,44.66292191,42.92134857,48.71601105,38.95706177,47.24409103,63.62216949,53.5353508,62.86595154,,,,79.27851868,,82.63665771,,
New Zealand,NZL,110.6454773,111.6030121,115.9662933,118.6606064,116.4715576,120.1032715,118.2139587,119.041481,116.7389221,124.3335495,118.9516296,119.2098389,118.5700607,117.2234879,117.4900208,116.5915909,
OECD members,OED,94.82396698,96.20171356,96.91905212,97.99842072,96.99154663,97.56360626,97.50050354,97.81609344,97.99729919,96.99358368,97.57428741,97.77129364,97.940979,102.9195633,103.9430695,,
Oman,OMN,79.40733337,83.2175827,85.41290283,86.91087341,,88.53398132,88.39923096,91.09249878,94.98840332,101.110527,,101.8893967,99.64897919,97.88233185,,104.2332687,
Other small states,OSS,54.52864075,55.60820007,56.92049026,58.22525024,60.10454178,61.27244949,62.16659164,63.1852417,63.57545853,64.88037872,66.06552887,66.25566101,66.33927155,66.55152893,66.89286041,,
Pakistan,PAK,,,,22.85858917,25.27297974,26.50005913,32.24295044,34.70948029,35.17261887,35.26366043,35.84846115,36.71160126,38.28466034,39.82735825,41.63825989,44.52587128,
Panama,PAN,64.84706116,66.96450043,68.28462219,,67.95565796,68.21743011,67.99336243,68.23699951,69.05728149,70.18222046,71.34771729,70.85691071,85.64051056,75.49851227,75.55860138,,
Peru,PER,84.69557953,87.55471802,88.64472198,81.40193939,84.57910156,85.44731903,88.07086182,90.51895905,91.04756927,93.40123749,94.70002747,95.20703125,93.43105316,97.89766693,95.62184143,95.74452209,
Philippines,PHL,,74.68269348,79.13375854,81.21508789,83.2618103,82.84606934,81.23679352,81.24478912,82.02192688,84.25254059,,,,88.38892365,,,
Palau,PLW,,,,103.227272,98.78314209,98.63353729,100.7269821,95.73719025,,,,,,115.4696121,113.5977325,,95.74770355
Papua New Guinea,PNG,,,,,,,,,,,,,40.34632111,,,,
Poland,POL,99.24646759,100.3806915,102.3675232,104.1937332,96.25134277,98.47794342,97.93919373,97.6943512,97.18022156,96.6772995,96.73394012,96.98822784,97.44140625,108.7026215,108.1046829,,
Pre-demographic dividend,PRE,23.01297951,24.1821003,25.33226013,26.68837929,28.4401207,29.2573204,30.30661011,31.04298019,33.78614044,36.07527924,38.3544693,39.27294159,40.1539917,40.48656845,41.10237885,,
Puerto Rico,PRI,,,,,,,,,,85.23103333,82.97576141,78.31899261,79.36273956,80.8035965,81.28881836,,
"Korea, Dem. People¡¯s Rep.",PRK,,,,,,,,,,102.0554428,,,,,,93.39608765,
Portugal,PRT,104.8405914,105.8808136,107.401329,106.556778,95.14405823,98.02078247,98.58061218,102.0788193,103.8348389,106.0715637,106.9479523,106.8167801,108.9524689,119.7397308,116.395401,119.1351929,
Paraguay,PRY,62.10958099,66.22982025,68.07746124,65.93016815,67.08400726,66.91931152,66.35514832,66.24104309,67.18245697,67.48975372,68.32354736,70.39031982,76.5734787,,,,
West Bank and Gaza,PSE,78.29680634,80.09915924,82.17160797,84.79354095,88.50546265,89.6348877,90.80787659,90.30615997,88.77456665,87.5614624,85.63141632,83.87071991,83.09203339,82.53862,82.240448,82.99623108,
Pacific island small states,PSS,62.76987076,64.3141098,67.58460236,69.26664734,70.13095093,69.78044128,71.33413696,71.31787109,72.37944031,73.55272675,75.70336914,75.8065567,74.39240265,74.21452332,,,
Post-demographic dividend,PST,100.4860382,101.0831604,101.1595535,101.6671371,100.6598969,101.1933365,100.6457596,100.8055801,101.0349884,100.9930725,101.1660309,100.92836,101.597908,105.5333633,106.3963623,,
Qatar,QAT,91.3932724,88.28585815,91.48603058,97.62007904,100.9146271,99.099823,93.98251343,84.05661774,87.86013031,91.66931152,101.1461182,,,,83.8015976,91.17249298,
Romania,ROU,79.26947021,80.50287628,82.3555603,82.74935913,82.75074005,83.71562958,85.06382751,89.22930145,95.35108948,97.9438324,100.2386932,100.4196396,99.36213684,97.88781738,94.77507782,92.25221252,
Russian Federation,RUS,,,,91.52796173,85.34220886,82.94290161,82.74549866,83.04309845,83.27175903,84.95722961,,92.04779816,96.1664505,98.82531738,100.5862274,104.4831314,
Rwanda,RWA,10.65709019,10.84652996,11.56305027,12.85326958,14.51309013,15.98657036,18.0597496,20.66213989,22.66980934,27.20792961,32.76185989,36.33494186,38.39107132,40.15979004,39.11576843,36.68696976,
South Asia,SAS,43.06222916,43.32891846,44.85678101,46.65668869,47.96089172,49.92565918,51.41358185,53.54256821,55.95524979,55.88927078,58.92433929,61.49808121,64.08708954,64.57296753,64.79342651,,
Saudi Arabia,SAU,,,,,,86.16687012,,90.35365295,,95.67713165,,,,107.6828766,108.2878799,,
Sudan,SDN,,33.38243103,33.35490036,34.64471817,37.7845192,37.52534103,35.7197113,35.01927948,37.02524948,40.92256927,41.18059158,36.50569153,40.21192169,42.69845963,,,
Senegal,SEN,15.84729958,16.07868004,17.39681053,,20.00193977,22.0166893,23.71055984,,29.74367905,,35.59769821,40.06776047,,,,49.64675903,
Solomon Islands,SLB,20.51939011,24.54573059,31.66127014,,,30.3960495,35.00299072,35.69031143,,,48.63547134,47.88010025,48.43679047,,,,
Sierra Leone,SLE,,27.1355896,,,,,,,,,,44.32415009,49.16651154,43.4242897,,43.2502594,
El Salvador,SLV,58.49634171,60.13507843,63.06100845,65.95671082,69.2184906,68.53398132,68.24401855,68.35095215,68.16110229,69.74996948,72.02085114,74.83489227,77.14466858,81.29792786,81.1161499,79.42540741,
San Marino,SMR,,,,,,,,,,95.56855774,97.20950317,94.94786835,94.6519928,,,,
Somalia,SOM,,,,,,,,7.353040218,,,,,,,,,
Serbia,SRB,91.18826294,89.75031281,88.70987701,88.29438019,88.1681366,88.59040833,88.95658112,89.50074005,90.46381378,91.48445892,91.42762756,93.63105011,94.1696167,94.40921021,94.34441376,96.66960907,
Sub-Saharan Africa (excluding high income),SSA,26.32357979,27.58959961,28.70710945,29.82633018,31.35057068,32.30886078,33.36259842,34.3896904,36.43598938,38.27841187,40.20323181,41.05258942,41.79201126,42.19004059,42.74071884,,
South Sudan,SSD,,,,,,,,,,,,9.015330315,,,,9.517560005,
Sub-Saharan Africa,SSF,26.32933998,27.59481049,28.71191978,29.83128929,31.35514069,32.31380844,33.36719131,34.39397049,36.43967819,38.28179932,40.20616913,41.05546951,41.79502869,42.19234085,42.742939,,
Small states,SST,61.09370041,62.13516998,63.27684021,64.24685669,66.02649689,66.80718231,67.7218399,68.58692169,69.05918121,70.13848114,71.09818268,71.35552216,70.2607193,69.52863312,69.6917572,,
Sao Tome and Principe,STP,,,,37.48334885,40.10914993,43.1704216,,48.8039093,46.13800812,52.07474136,52.96369934,51.42362976,59.22914886,65.91419983,76.89806366,84.93818665,86.19448853
Suriname,SUR,,70.79649353,70.17722321,,,68.20285797,72.1287384,74.08482361,76.28450775,75.06954956,79.32949066,77.44944763,78.29338837,78.94824982,77.43170166,81.14267731,
Slovak Republic,SVK,85.87769318,86.32440948,88.27957153,90.46932983,92.99198151,93.7164917,93.10498047,92.67738342,92.03939819,91.98377991,92.64295959,93.13050842,93.36592102,91.81704712,91.92215729,92.46653748,
Slovenia,SVN,100.9327927,106.5929565,107.5047531,109.0224533,97.15493011,97.12325287,96.83547211,98.25644684,98.10134888,97.79403687,97.85897827,97.84590149,97.8559494,110.9479599,110.6707535,,
Sweden,SWE,151.9077454,147.6893463,143.9687958,137.0635986,103.3311996,104.1105194,103.6306915,102.6395111,101.5904617,99.69329071,98.19065857,96.91104126,98.03958893,128.4630432,132.9109344,140.4588318,
Swaziland,SWZ,41.98171997,41.83119965,42.11219025,41.41442871,44.75650024,46.62028885,50.33872986,53.98738098,,54.08877182,57.97357941,59.9112587,61.40618134,62.99311829,66.02809143,,
Seychelles,SYC,72.86808014,66.75550842,70.65727997,74.96775055,74.97174835,81.79544067,74.56233215,78.48693085,75.65267181,75.52359772,74.13150024,71.90659332,80.88999939,78.39479828,79.14945221,81.6024704,
Syrian Arab Republic,SYR,43.98995972,45.58895111,47.41436005,62.98358917,66.45336151,69.97216797,71.10704041,72.13780975,72.57158661,72.00054932,72.85700226,75.29689789,77.28964233,50.48921967,,,
Chad,TCD,10.77262974,12.50792027,13.40915012,14.79222965,15.19489002,15.67273998,16.09082031,18.54182053,20.99778938,23.0561409,22.65208054,23.12828064,22.40279007,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,59.17805099,59.32509995,59.85702133,61.55823135,63.26998901,64.42089081,66.55004883,70.47933197,73.18695831,76.47071838,79.52639008,82.52693939,84.58029175,87.28321838,86.23194885,,
Europe & Central Asia (IDA & IBRD countries),TEC,88.3188324,90.41529846,91.78501892,92.70021057,89.61244202,87.77416229,88.83280182,89.91708374,89.9765625,88.920578,90.85881805,92.67394257,93.30294037,98.39685822,99.03053284,,
Togo,TGO,32.12369156,34.86473083,38.94120026,41.10475159,42.60636139,45.02996826,47.0067215,44.02508926,,,,54.70859146,,,,,
Thailand,THA,,62.79441071,64.54839325,,66.88921356,71.55975342,71.76229858,77.4421463,78.22380066,80.85282898,83.62145233,87.44396973,87.12412262,86.20558929,127.7326736,129.001709,
Tajikistan,TJK,73.20059204,74.8132019,77.24015045,79.60147858,80.33122253,80.4129715,81.40094757,82.45760345,83.20245361,83.67929077,84.43119049,85.60907745,86.80610657,87.89465332,,,
Turkmenistan,TKM,,,,,,,,,,,,,,,85.34142303,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,85.33531189,86.09098816,87.30705261,85.13333893,86.41095734,86.77870941,86.7301712,86.41797638,87.7064209,88.50720215,89.83666992,89.2904892,89.67407227,93.57817841,94.08927917,,
Timor-Leste,TLS,,37.0331192,43.30472946,46.44285965,55.06486893,53.55176926,,,50.84947968,61.85818863,67.45552063,70.63642883,71.81704712,70.77572632,73.07430267,76.76470947,
Middle East & North Africa (IDA & IBRD countries),TMN,67.02049255,67.92764282,68.6319809,69.5684967,70.64173126,70.42153168,70.73068237,69.5583725,70.60475922,72.25010681,73.10832214,76.8364563,77.96701813,75.44759369,76.20593262,,
Tonga,TON,106.5121689,106.1781311,110.8937302,119.9283905,105.5990372,,101.5149307,104.9147263,104.231369,103.8714676,104.1587372,104.5697403,91.14111328,90.64256287,90.09937286,,
South Asia (IDA & IBRD),TSA,43.06222916,43.32891846,44.85678101,46.65668869,47.96089172,49.92565918,51.41358185,53.54256821,55.95524979,55.88927078,58.92433929,61.49808121,64.08708954,64.57296753,64.79342651,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,26.32933998,27.59481049,28.71191978,29.83128929,31.35514069,32.31380844,33.36719131,34.39397049,36.43967819,38.28179932,40.20616913,41.05546951,41.79502869,42.19234085,42.742939,,
Trinidad and Tobago,TTO,,,,,85.51154327,,,,,,,,,,,,
Tunisia,TUN,74.63600922,76.59661865,78.04818726,77.54763794,81.64904785,84.80422211,86.9571228,90.66783142,92.50601959,90.78479004,90.42878723,92.05757141,,90.14177704,87.63240814,88.20406342,
Turkey,TUR,72.72325897,82.86296844,87.4383316,89.33309174,86.23548126,83.42687225,87.45043182,89.95084381,88.28604889,79.88903809,84.20423126,88.30725861,85.10723877,100.2779388,102.5412369,102.4887619,
Tuvalu,TUV,,70.37036896,,,,,,,,,,,,,80.76663971,86.1631012,
Tanzania,TZA,,,,,,,,,,,31.14370918,,34.24489975,32.25608063,,,
Uganda,UGA,,,,,19.37401962,,,24.51641083,,,,,,,,23.23653984,
Ukraine,UKR,103.8035583,105.4156494,106.1700668,106.682991,102.2942505,96.99604034,97.67862701,97.06345367,96.05104828,94.93582153,95.09127045,93.24954224,97.10629272,98.3499527,99.23693848,,
Upper middle income,UMC,71.38279724,71.4464035,71.57830048,71.69463348,72.57849884,73.48213959,75.24813843,77.66783142,80.47106171,82.97477722,85.86842346,88.26165771,89.91280365,93.47692108,94.22823334,94.09165955,
Uruguay,URY,98.24417877,101.5856705,106.1133194,109.1308365,106.9759293,101.2155075,100.8120499,91.83188629,87.68624878,90.07377625,90.29585266,,,107.9673767,95.07186127,,
United States,USA,93.17204285,93.95050812,93.28764343,95.00524139,95.50248718,95.67317963,95.40374756,96.07393646,95.97541809,95.41825104,94.31130981,94.67604828,94.98032379,95.92958069,97.56468964,,
Uzbekistan,UZB,86.46730042,,,96.8782196,97.97679901,89.748909,90.39041138,92.47364807,91.96515656,94.03292084,94.89774323,95.41349792,97.25190735,96.59037781,96.33351898,95.6401825,95.92394257
St. Vincent and the Grenadines,VCT,82.50084686,84.59938049,87.64025116,86.28295135,94.30436707,89.4703064,,103.9785309,108.2682266,109.4752579,107.5287018,103.553833,100.9788666,102.9720612,104.6867065,106.4362564,
"Venezuela, RB",VEN,59.32582855,63.08152008,66.89511108,68.02864075,70.58162689,72.95439148,75.61009216,78.14586639,79.91281128,80.89369202,80.94776154,82.06468201,84.39414978,92.12467957,91.61128235,89.66400909,
British Virgin Islands,VGB,,,96.48697662,97.08679962,99.59159851,106.6893387,108.052948,103.2240677,,97.00299835,101.6024017,96.24624634,97.60359192,98.30930328,97.73732758,98.73355865,
Vanuatu,VUT,34.66286087,35.72502136,39.55475998,40.35055161,42.75561905,,,,,,59.53269958,,,,,54.81584167,
World,WLD,60.05509186,60.44395828,61.23078156,62.16466904,62.95592117,63.77941132,64.73458099,66.32566071,67.95053864,68.88536835,70.80513763,72.37658691,73.70622253,75.37905121,76.44637299,76.42307281,
Samoa,WSM,78.47190094,80.40664673,81.49819183,83.71569061,83.59658051,82.95329285,83.73960876,83.88574219,,86.12700653,87.65931702,86.37068176,85.71044922,,86.85121918,84.95603943,
"Yemen, Rep.",YEM,,46.0602417,,46.60960007,47.19998932,45.65373993,,,42.29629135,,43.37461853,45.43093109,46.2361412,48.62466049,,,
South Africa,ZAF,87.29351044,87.26644135,87.15126801,87.08110046,88.5013504,88.91317749,90.9766922,91.72299194,89.49575806,90.17227173,90.25351715,91.05531311,91.95773315,,98.81967163,,
Zimbabwe,ZWE,42.56227112,43.33892822,41.25246811,37.61875916,,,,,,,,,46.67317963,47.57019043,,,
